CODE	VN_NAME	EN_NAME	MARKET	INDUSTRY	IPO	IPO_SHARES	FTRD_DATE	FTRD_CLS	START	CAPI	MINDATE	MINDATE_SHLI
PHT	CTCP Sản xuất và Thương mại Phúc Tiến	Phuc Tien Trade Manufacture Jsc	HSX	Basic Materials	2009/09/18	11000000	2009/09/28		1	110,000,000,000	2009/09/28	11000000
PIT	CTCP Xuất nhập khẩu PETROLIMEX	Petrolimex International Trading Jsc	HSX	Consumer Services	2008/01/09	9770479	2008/01/24		1	97,704,790,000	2008/01/24	9770479
PIV	CTCP PIV	Piv Petro Investment And Valuation Jsc	HNX	Financials	2010/08/18	1200000	2010/08/18			12,000,000,000	2010/08/18	1200000
PJC	CTCP Thương mại và Vận tải Petrolimex Hà Nội	Petrolimex Hanoi Transportation And Trading Jsc	HNX	Industrials	2006/12/25	1563150	2006/12/25			15,631,500,000	2006/12/25	1563150
PJS	CTCP Cấp nước Phú Hòa Tân	Phu Hoa Tan Water Supply JSC	UPC	Utilities	2011/12/05	9000000	2011/12/05			90,000,000,000	2011/12/05	9000000
PJT	CTCP Vận tải Xăng dầu Đường thủy Petrolimex	Petrolimex Joint Stock Tanker Company	HSX	Industrials	2006/12/11	3500000	2006/12/28		1	35,000,000,000	2006/12/28	3500000
PLC	CTCP Hoá dầu Petrolimex	Petrolimex Petrochemical Jsc	HNX	Basic Materials	2006/12/27	15000000	2006/12/27			150,000,000,000	2006/12/27	15000000
PMC	CTCP Dược phẩm Dược liệu Pharmedic	Pharmedic Pharmaceutical Medicinal Jsc	HNX	Health Care	2009/10/09	6481634	2009/10/09			64,816,340,000	2009/10/09	6481634
PMS	CTCP Cơ khí Xăng Dầu	Petroleum Mechanical Stock Company	HNX	Industrials	2003/11/04	3200000	2003/11/04			32,000,000,000	2003/11/04	3200000
PMT	Vật liệu Bưu điện	Postal Material Jsc	UPC	Technology	2010/07/22	5000000	2010/07/22			50,000,000,000	2010/07/22	5000000
PNC	CTCP Văn Hóa Phương Nam	Phuong Nam Cultural JCC 	HSX	Consumer Services	2005/06/21	3000000	2005/07/11		1	30,000,000,000	2005/07/11	3000000
PNJ	CTCP Vàng bạc Đá quý Phú Nhuận	Phu Nhuạn Jewelry Jsc	HSX	Consumer Goods	2008/12/26	30000000	2009/03/23		1	300,000,000,000	2009/03/23	30000000
POM	CTCP Thép Pomina	Pomina Steel Corporation	HSX	Basic Materials	2010/04/07	163000000	2010/04/20		1	1,630,000,000,000	2010/04/20	163000000
POT	CTCP Thiết bị Bưu điện	Post And Telecommunication Equipment Jsc	HNX	Technology	2006/12/20	14998600	2006/12/20			149,986,000,000	2006/12/20	14998600
POV	PV Oil Vũng Áng	Vung Ang Petroleum Jsc	UPC	Utilities	2010/09/23	10000000	2010/09/23			100,000,000,000	2010/09/23	10000000
PPC	CTCP Nhiệt điện Phả Lại	Pha Lai Thermal Power Jsc	HSX	Utilities	2006/05/19	310700000	2006/05/19			3,107,000,000,000	2006/05/19	310700000
PPE	CTCP Tư vấn Điện lực Dầu khí Việt Nam	Petrovietnam Power Engineering Consulting Jsc	HNX	Industrials	2011/09/21	2000000	2011/09/21			20,000,000,000	2011/09/21	2000000
PPG	CTCP Sản xuất Thương mại Dịch vụ Phú Phong	Phu Phong Corporation	HNX	Industrials	2006/12/20	4000000	2006/12/20			40,000,000,000	2006/12/20	4000000
PPI	CTCP Phát triển hạ tầng & Bất động sản Thái Bình Dương	Pacific Property And Infrastructure Development And Investment Jsc	HSX	Financials	2010/04/02	10014753	2010/04/12		1	100,147,530,000	2010/04/12	10014753
PPP	CTCP Dược phẩm Phong Phú	Phong Phu Pharmaceutial Jsc	HNX	Health Care	2009/06/24	2200000	2009/06/24			22,000,000,000	2009/06/24	2200000
PPS	CTCP Điện lực Kỹ thuật Dầu khí Việt Nam	Petrovietnam Power Services Jsc	HNX	Industrials	2011/01/07	15000000	2011/01/07			150,000,000,000	2011/01/07	15000000
PRC	CTCP Portserco	Portserco Jsc	HNX	Industrials	2010/11/29	1200000	2010/11/29			12,000,000,000	2010/11/29	1200000
PSB	Sao Mai Bến Đình	Sao Mai - Ben Dinh Petroleum Investment Jsc	UPC	Industrials	2010/02/25	50000000	2010/02/25			500,000,000,000	2010/02/25	50000000
PSC	CTCP Vận tải và Dịch vụ Petrolimex Sài Gòn	Petrolimex Saigon Transportation And Service Jsc	HNX	Industrials	2006/12/29	1290000	2006/12/29			12,900,000,000	2006/12/29	1290000
PSG	CTCP Đầu tư và Xây lắp Dầu khí Sài Gòn	Sai Gon Petroleum Construction And Investment Jsc	HNX	Industrials	2011/03/15	35000000	2011/03/15			350,000,000,000	2011/03/15	35000000
PSI	CTCP Chứng khoán Dầu khí	PetroVietnam Securities Incorporated	HNX	Financials	2010/07/20	48500000	2010/07/21		1	485,000,000,000	2010/07/21	48500000
PSL	Chăn nuôi Phú Sơn	Phu Son Livestock Jsc	UPC	Consumer Goods	2010/05/17	4500000	2010/05/17			45,000,000,000	2010/05/17	4500000
PSP	Cảng Đình Vũ	Dinh Vu Petroleum Service Port Jsc	UPC	Industrials	2009/11/10	22500000	2009/11/10			225,000,000,000	2009/11/10	22500000
PTB	CTCP Phú Tài	Phu Tai Jsc	HSX	Industrials	2011/05/20	8599760	2011/07/22		1	85,997,600,000	2011/07/22	8599760
PTC	CTCP Đầu tư và Xây dựng Bưu Điện	Post And Telecommunications Investment And Construction Jsc	HSX	Industrials	2006/12/25	10000000	2006/12/25			100,000,000,000	2006/12/25	5000000
PTD	Thiết kế - XD - TM Phúc Thịnh	Phuc Thinh Design Construction Trading Corporation	UPC	Industrials	2011/01/14	1000000	2011/01/14			10,000,000,000	2011/01/14	1000000
PTG	May Phan Thiết	Phan Thiet Gamex Export Jsc	UPC	Consumer Goods	2010/01/04	1516540	2010/01/04			15,165,400,000	2010/01/04	1516540
PTH	Vận tải và DV Petrolimex Hà Tây	Ha Tay Petrolimex Transportation And Services Jsc	UPC	Utilities	2010/03/23	1600000	2010/03/23			16,000,000,000	2010/03/23	1600000
PTI	Tổng CTCP Bảo hiểm Bưu điện	Post - Telecommunication Joint - Stock Insurance Corporation	HNX	Financials	2011/03/02	45000000	2011/03/02			450,000,000,000	2011/03/02	45000000
PTL	CTCP đầu tư hạ tầng và đô thị dầu khí PVC	Petro Capital and infrastructure Investment Jsc	HSX	Financials	2010/09/15	100000000	2010/09/22		1	1,000,000,000,000	2010/09/22	100000000
PTM	CTCP SẢN XUẤT, THƯƠNG MẠI VÀ DỊCH VỤ Ô TÔ PTM	The Precision Tools And Cnc Machine Jsc	HNX	Industrials	2009/01/16	1302300	2009/01/16			13,023,000,000	2009/01/16	1302300
PTP	Viễn Thông và In Bưu điện	Post Printing & Telecomunication Services Jsc	UPC	Consumer Services	2009/12/10	6800000	2009/12/10			68,000,000,000	2009/12/10	6800000
PTS	CTCP Vận tải và Dịch vụ Petrolimex Hải Phòng	Haiphong Petrolimex Transportation And Services Jsc	HNX	Industrials	2006/12/01	1740000	2006/12/01			17,400,000,000	2006/12/01	1740000
PTT	Vận tải Dầu khí Đông Dương	Indochina Petroleum Transportation Jsc	UPC	Industrials	2010/04/29	10000000	2010/04/29			100,000,000,000	2010/04/29	10000000
PV2	CTCP Đầu tư PV2	Pvi Investment And Development Jsc	HNX	Financials	2010/12/16	18250708	2010/12/16			182,507,080,000	2010/12/16	18250708
PVA	CTCP Tổng Công ty Xây lắp Dầu khí Nghệ An	Petrovietnam Nghe An Construction Jsc	HNX	Industrials	2008/12/03	4500000	2008/12/12		1	45,000,000,000	2008/12/12	4500000
PVC	Tổng CT Dung dịch Khoan và Hoá phẩm Dầu khí - CTCP	Drilling Mud Corp	HNX	Oil & Gas	2007/11/15	12000000	2007/11/15			120,000,000,000	2007/11/15	12000000
PVD	Tổng CTCP Khoan và Dịch vụ Khoan Dầu khí	Petrovietnam Drilling & Well Services Jsc	HSX	Oil & Gas	2006/11/15	68000000	2006/12/05		1	680,000,000,000	2006/12/05	68000000
PVE	Tổng công ty Tư vấn Thiết kế Dầu khí- CTCP	Petrovietnam Investment Consultancy and Engineering Jsc	HNX	Oil & Gas	2008/01/02	3451996	2008/01/02			34,519,960,000	2008/01/02	3451996
PVF	Tổng Công ty Tài chính Cổ phần Dầu khí Việt Nam	Petrovietnam Finance Jsc	HSX	Financials	2008/10/16	500000000	2008/11/03		1	5,000,000,000,000	2008/11/03	500000000
PVG	CTCP Kinh doanh Khí hoá lỏng Miền Bắc	Petrovietnam Northern Gas Jsc	HNX	Utilities	2009/01/07	26617000	2009/01/07			266,170,000,000	2009/01/07	26617000
PVI	CTCP PVI	PVI Holdings	HNX	Financials	2007/08/10	50000000	2007/08/10			500,000,000,000	2007/08/10	50000000
PVL	CTCP Địa ốc Dầu khí	Petrovietnam Power Land Jsc	HNX	Financials	2010/04/15	50000000	2010/04/15			500,000,000,000	2010/04/15	50000000
PVR	Công ty CP Kinh doanh Dịch vụ cao cấp Dầu khí Việt Nam	PetroVietnam Premier Recreation Jsc	HNX	Financials	2010/06/21	30000000	2010/06/21			300,000,000,000	2010/06/21	30000000
PVS	Tổng CTCP Dịch vụ Kỹ thuật Dầu khí Việt Nam	Petrovietnam Technical Services Corp	HNX	Oil & Gas	2007/09/20	100000000	2007/09/20			1,000,000,000,000	2007/09/20	100000000
PVT	Tổng CTCP Vận tải Dầu khí	Petrovietnam Transportation Corp	HSX	Industrials	2007/11/27	72000000	2007/12/10		1	720,000,000,000	2007/12/10	72000000
PVV	CTCP Đầu tư Xây dựng Vinaconex - PVC	Vinaconex - Pvc Construction Investment Jsc	HNX	Industrials	2010/09/09	4500000	2010/09/09			45,000,000,000	2010/09/09	4500000
PVX	Tổng CTCP Xây lắp Dầu khí Việt Nam	Petrovietnam Construction Jsc	HNX	Industrials	2009/08/19	150000000	2009/08/19			1,500,000,000,000	2009/08/19	150000000
PX1	Xi măng Dầu khí 12/9	Petrovietnam Cement 12/9 Jsc	UPC	Industrials	2010/12/01	20000000	2010/12/01			200,000,000,000	2010/12/01	20000000
PXA	CTCP Đầu tư & Thương mại Dầu khí Nghệ An	Petrovietnam - Nghe An Investment & Trading Jsc	HNX	Financials	2011/02/22	10800000	2011/02/22			108,000,000,000	2011/02/22	10800000
PXI	CTCP Xây dựng công nghiệp & dân dụng dầu khí	Petroleum Industrial and Civil Construction Jsc	HSX	Industrials	2010/06/07	30000000	2010/06/21		1	300,000,000,000	2010/06/21	30000000
PXL	CTCP đầu tư Xây dựng Thương mại dầu khí – Idico	Petrovietnam – Idico Long Son Industrial Park Investment Jsc 	HSX	Financials	2010/11/12	82722212	2010/12/09		1	827,222,120,000	2010/12/09	82722212
PXM	CTCP Xây lắp Dầu khí Miền Trung	Mientrung Petroleum Construction Jsc	HSX	Industrials	2010/06/10	15000000	2010/06/21		1	150,000,000,000	2010/06/21	15000000
PXS	CTCP Kết cấu Kim loại và Lắp máy Dầu khí	Petroleum Equipment Assembly and Metal Structure Jsc	HSX	Industrials	2010/05/27	20000000	2010/06/02		1	200,000,000,000	2010/06/02	20000000
PXT	CTCP Xây lắp Đường ống Bể chứa Dầu khí	Petroleum Pipeline and Tank Construction Jsc	HSX	Industrials	2010/05/24	20000000	2010/06/01		1	200,000,000,000	2010/06/01	20000000
QCC	CTCP Xây lắp và Phát triển Dịch vụ Bưu điện Quảng Nam	Quangnam Post – Telecoms Construction And Services Corporation	HNX	Industrials	2010/10/06	1500000	2010/10/06			15,000,000,000	2010/10/06	1500000
QCG	CTCP Quốc Cường Gia Lai	Quoc Cuong Gia Lai Jsc	HSX	Financials	2010/07/27	60157495	2010/08/09		1	601,574,950,000	2010/08/09	60157495
QHD	CTCP Que hàn Điện Việt Đức	Viet- Duc Welding Electrode Jsc	HNX	Industrials	2010/04/22	2742270	2010/04/22			27,422,700,000	2010/04/22	2742270
QNC	CTCP Xi măng và Xây dựng Quảng Ninh	Quang Ninh Construction And Cement Jsc	HNX	Industrials	2008/01/17	12500000	2008/01/17			125,000,000,000	2008/01/17	12500000
QST	CTCP Sách và Thiết bị Trường học Quảng Ninh	Quang Ninh Book And Educational Equipment Jsc	HNX	Consumer Services	2009/02/16	1350000	2009/02/16			13,500,000,000	2009/02/16	1350000
QTC	CTCP Công trình Giao thông Vận tải Quảng Nam	Quang Nam Transportation Construction Jsc	HNX	Industrials	2009/01/16	1200000	2009/01/16			12,000,000,000	2009/01/16	1200000
RAL	CTCP Bóng đèn Phích nước Rạng Đông	Rangdong Light Source And Vacuum Flask Jsc	HSX	Consumer Goods	2006/10/23	7915000	2006/12/06		1	79,150,000,000	2006/12/06	7915000
RCL	CTCP Địa ốc Chợ Lớn	Cholon Real Estate Jsc	HNX	Financials	2007/06/14	1500000	2007/06/14			15,000,000,000	2007/06/14	1500000
RDP	CTCP Nhựa Rạng Đông	Rangdong Plastic Jsc	HSX	Basic Materials	2009/08/21	11500000	2009/09/22		1	115,000,000,000	2009/09/22	11500000
REE	CTCP Cơ điện lạnh	Refrigeration Electrical Engineering Corporation 	HSX	Industrials	2000/07/18	15000000	2000/07/28		1	150,000,000,000	2000/07/28	15000000
REM	VINAREMON	Viet Nam Jsc For Restoration Of Monuments & Cultural Equipment	UPC	Industrials	2010/02/22	1148600	2010/02/22			11,486,000,000	2010/02/22	1148600
RHC	CTCP Thuỷ điện Ry Ninh II	Ry Ninh Ii Hydroelectric Jsc	HNX	Utilities	2006/06/15	3200000	2006/06/15			32,000,000,000	2006/06/15	3200000
RIC	CTCP Quốc tế Hoàng Gia	Royal International Corporation	HSX	Consumer Services	2007/07/23	8589119	2007/07/31		1	85,891,190,000	2007/07/31	8589119
S12	CTCP Sông Đà 12	Song Da 12 Jsc	HNX	Industrials	2008/01/16	5000000	2008/01/16			50,000,000,000	2008/01/16	5000000
S27	CTCP Sông Đà 27	Song Da 27 Jsc	HNX	Industrials	2010/09/16	1562833	2010/09/16			15,628,330,000	2010/09/16	1562833
S33	Mía đường 333	The 333 Sugar Jsc	UPC	Consumer Goods	2010/12/29	2300000	2010/12/29			23,000,000,000	2010/12/29	2300000
S55	CTCP Sông Đà 505	Song Da 5.05 Jsc	HNX	Industrials	2006/12/22	700000	2006/12/22			7,000,000,000	2006/12/22	700000
S64	Cty CP Sông Đà 6.04	Song Da 6.04 Jsc	HNX	Industrials	2006/12/25	700000	2006/12/25			7,000,000,000	2006/12/25	700000
S74	CTCP Sông Đà 7.04	Song Da 7.04 Jsc	HNX	Industrials	2009/07/02	4000000	2009/07/02			40,000,000,000	2009/07/02	4000000
S91	CTC Sông Đà 9.01	Song Da 9.01 Jsc	HNX	Industrials	2006/12/20	1500000	2006/12/20			15,000,000,000	2006/12/20	1500000
S96	CTCP Sông Đà 9.06	Song Da No 9.06 Jsc	HNX	Industrials	2008/01/09	2500000	2008/01/09			25,000,000,000	2008/01/09	2500000
S99	CTCP Sông Đà 9.09	Song Da No 9.09 Jsc	HNX	Industrials	2006/12/22	500000	2006/12/22			5,000,000,000	2006/12/22	500000
SAF	CTCP Lương thực Thực phẩm SAFOCO	Safoco Foodstuff Jsc	HNX	Consumer Goods	2006/12/28	2706000	2006/12/28			27,060,000,000	2006/12/28	2706000
SAM	CTCP Đầu tư và Phát triển Sacom	Sacom Development And Investment Corporation 	HSX	Technology	2000/07/18	18000000	2000/07/28		1	180,000,000,000	2000/07/28	18000000
SAP	CTCP In sách Giáo khoa tại Tp.Hồ Chí Minh	Textbook Printing Jsc In Hochiminh City	HNX	Consumer Services	2006/12/14	900000	2006/12/14			9,000,000,000	2006/12/14	900000
SAV	CTCP Hợp tác Kinh tế và Xuất nhập khẩu Savimex	Savimex Corporation	HSX	Industrials	2002/04/26	4500000	2002/05/09		1	45,000,000,000	2002/05/09	4500000
SBA	CTCP Sông Ba	Song Ba Jsc. 	HSX	Utilities	2010/04/28	45000000	2010/06/01		1	450,000,000,000	2010/06/01	45000000
SBC	CTCP Vận tải và Giao nhận Bia Sài Gòn	Saigon Beer Transportation Jsc	HSX	Industrials	2010/04/29	8000000	2010/06/02		1	80,000,000,000	2010/06/02	8000000
SBS	CTCP Chứng khoán Ngân hàng Sài Gòn Thương Tín	Sacombank Securities Jsc	HSX	Financials	2010/06/28	110000000	2010/07/05		1	1,100,000,000,000	2010/07/05	110000000
SBT	CTCP Bourbon Tây Ninh	Société De Bourbon Tay Ninh	HSX	Consumer Goods	2008/02/25	44824172	2008/02/25			448,241,720,000	2008/02/25	44824172
SC5	CTCP Xây dựng số 5	Construction Jsc No 5	HSX	Industrials	2007/04/10	8600000	2007/10/18		1	86,000,000,000	2007/10/18	8600000
SCC	CTCP Xi măng Sông Đà	Songda Cement Jsc	HNX	Industrials	2006/12/20	1980000	2006/12/20			19,800,000,000	2006/12/20	1980000
SCD	CTCP Nước giải khát Chương Dương	Chuong Duong Beverages Jsc	HSX	Consumer Goods	2006/11/12	8500000	2006/12/25		1	85,000,000,000	2006/12/25	8500000
SCJ	CTCP Xi măng Sài Sơn	Sai Son Cement Jsc	HNX	Industrials	2007/09/19	2774200	2007/09/19			27,742,000,000	2007/09/19	2774200
SCL	CTCP Sông Đà Cao Cường	Song Da Cao Cuong, Jsc	HNX	Industrials	2010/09/15	9000000	2010/09/15			90,000,000,000	2010/09/15	9000000
SCO	Công nghiệp Thủy Sản	Seaproducts Mechanical Shareholding Company	UPC	Industrials	2010/09/17	4200000	2010/09/17			42,000,000,000	2010/09/17	4200000
SCR	CTCP Địa Ốc Sài Gòn Thương Tín	Sai Gon Thuong Tin Real Estate Jsc	HNX	Financials	2010/11/09	100000000	2010/11/09			1,000,000,000,000	2010/11/09	100000000
SD1	CTCP Sông Đà 1	Song Da No 1 Jsc	HNX	Industrials	2010/07/23	5000000	2010/07/23			50,000,000,000	2010/07/23	5000000
SD2	CTCP Sông Đà 2	Song Da No 2 Jsc	HNX	Industrials	2007/11/30	3500000	2007/11/30			35,000,000,000	2007/11/30	3500000
SD3	CTCP Sông Đà 3	Song Da No 3 Jsc	HNX	Industrials	2006/12/25	2000000	2006/12/25			20,000,000,000	2006/12/25	2000000
SD4	CTCP Sông Đà 4	Song Da 4 Jsc	HNX	Industrials	2008/06/25	7500000	2008/06/25			75,000,000,000	2008/06/25	7500000
SD5	CTCP Sông Đà 5	Song Da No 5 Jsc	HNX	Industrials	2006/12/27	2200000	2006/12/27			22,000,000,000	2006/12/27	2200000
SD6	CTCP Sông Đà 6	Song Da No 6 Jsc	HNX	Industrials	2006/12/25	2300000	2006/12/25			23,000,000,000	2006/12/25	2300000
SD7	CTCP Sông Đà 7	Song Da No 7 Jsc	HNX	Industrials	2006/12/27	1500000	2006/12/27			15,000,000,000	2006/12/27	1500000
SD8	CTCP Sông Đà 8	Song Da 8 Jsc	HNX	Industrials	2008/11/28	2800000	2008/11/28			28,000,000,000	2008/11/28	2800000
SD9	CTCP Sông Đà 9	Song Da No 9 Jsc	HNX	Industrials	2006/12/20	7000000	2006/12/20			70,000,000,000	2006/12/20	7000000
SDA	CTCP SIMCO Sông Đà	Song Da Simco Jsc	HNX	Industrials	2006/12/21	2000000	2006/12/21			20,000,000,000	2006/12/21	2000000
SDB	CTCP Sông Đà 207	Song Da 207 Jsc	HNX	Industrials	2010/03/10	5500000	2010/03/10			55,000,000,000	2010/03/10	5500000
SDC	CTCP Tư vấn Sông Đà	Song Da Consulting Jsc	HNX	Industrials	2006/12/25	1000000	2006/12/25			10,000,000,000	2006/12/25	1000000
SDD	CTCP Đầu tư và Xây lắp Sông Đà	Song Da Assembly Construction & Investment Jsc	HNX	Industrials	2008/01/23	3650000	2008/01/23			36,500,000,000	2008/01/23	3650000
SDE	CTCP Kỹ thuật điện Sông Đà	Song Da Electrical Engineering Jsc	HNX	Industrials	2010/03/23	1509565	2010/03/23			15,095,650,000	2010/03/23	1509565
SDG	CTCP Sadico Cần Thơ	Can Tho Sadico JCC	HNX	Industrials	2009/12/22	5000000	2009/12/22			50,000,000,000	2009/12/22	5000000
SDH	CTCP Xây dựng Hạ tầng Sông Đà	Song Da Infrastructure Construction Jsc	HNX	Industrials	2009/10/19	5175000	2009/10/19			51,750,000,000	2009/10/19	5175000
SDI	Nhựa Sam Phú	Sai Dong Urban Development And Investment Jsc	UPC	Financials	2011/06/16	50000000	2011/06/16			500,000,000,000	2011/06/16	50000000
SDJ	CTCP Sông Đà 25	Song Da 25 Jsc	HNX	Industrials	2007/12/25	1838400	2007/12/25			18,384,000,000	2007/12/25	1838400
SDK	Cơ khí Luyện Kim	Machanical Engineering & Metallurgy Jsc	UPC	Industrials	2010/10/28	2600000	2010/10/28			26,000,000,000	2010/10/28	2600000
SDN	CTCP Sơn Đồng Nai	Dong Nai Paint Corporation	HNX	Industrials	2006/12/18	1140000	2006/12/25		1	11,400,000,000	2006/12/25	1140000
SDP	CTCP Đầu tư và Thương mại Dầu khí Sông Đà	Song Da Trading And Transport Jsc	HNX	Industrials	2009/04/15	5000000	2009/04/15			50,000,000,000	2009/04/15	5000000
SDS	CTCP Xây lắp và Đầu tư Sông Đà	Song Da Construction And Investment Jsc	HNX	Industrials	2008/07/23	1500000	2008/07/23			15,000,000,000	2008/07/23	1500000
SDT	Cty CP Sông Đà 10	Song Da No 10 Jsc	HNX	Industrials	2006/12/14	6000000	2006/12/14			60,000,000,000	2006/12/14	6000000
SDU	CTCP Đầu tư Xây dựng và Phát triển Đô thị Sông Đà	Song Da Urban Investment Construction And Development Jsc	HNX	Industrials	2009/09/28	10000000	2009/09/28			100,000,000,000	2009/09/28	10000000
SDV	CTCP Dịch vụ Sonadezi	Sonadezi Service Jsc	UPC	Industrials	2011/04/22	5000000	2010/04/22		1	50,000,000,000	2011/04/22	5000000
SDY	CTCP Xi măng Sông Đà Yaly	Song Da Yaly Cement Jsc	HNX	Industrials	2006/12/25	1500000	2006/12/25			15,000,000,000	2006/12/25	1500000
SEB	CTCP Đầu tư và Phát triển Điện miền Trung	Mien Trung Power Investment And Development Jsc	HNX	Utilities	2009/01/14	12500000	2009/01/14			125,000,000,000	2009/01/14	12500000
SEC	CTCP Mía đường Nhiệt điện Gia Lai	Gia Lai Cane Sugar Thermoelectricity Jsc	HSX	Consumer Goods	2009/12/23	12613472	2010/01/06		1	126,134,720,000	2010/01/06	12613472
SED	CTCP Đầu tư và Phát triển Giáo dục Phương Nam	Phuong Nam Education Investment And Development Jsc	HNX	Consumer Services	2009/08/19	8000000	2009/08/19			80,000,000,000	2009/08/19	8000000
SEL	CTCP Sông Đà 11 – Thăng Long	Song Da 11 – Thang Long Jsc	HNX	Industrials	2010/09/16	4850000	2010/09/16			48,500,000,000	2010/09/16	4850000
SFC	CTCP Nhiên liệu Sài Gòn	Sai Gon Fuel Company	HSX	Utilities	2004/06/16	1700000	2004/09/21		1	17,000,000,000	2004/09/21	1700000
SFI	CTCP Đại lý Vận tải Safi	Sea & Air Freight International	HSX	Industrials	2006/12/08	1138500	2006/12/29		1	11,385,000,000	2006/12/29	1138500
SFN	CTCP Dệt lưới Sài Gòn	Saigon Fishing Net Jsc	HNX	Industrials	2006/12/28	3000000	2006/12/28			30,000,000,000	2006/12/28	3000000
SGC	CTCP Xuất nhập Khẩu Sa Giang	Sa Giang Import Export Corporation	HNX	Consumer Goods	2006/09/05	4088700	2006/09/05			40,887,000,000	2006/09/05	4088700
SGD	CTCP Sách giáo Dục tại Tp.HCM	Educational Book Jsc In Ho Chi Minh City	HNX	Consumer Services	2006/12/28	1000000	2006/12/28			10,000,000,000	2006/12/28	1000000
SGH	CTCP Khách sạn Sài Gòn	Saigon Hotel Corporation	HNX	Consumer Services	2001/07/12	1766300	2001/07/16		1	17,663,000,000	2001/07/16	1766300
SGS	Vận tải biển Sài Gòn	Saigon Shipping Jsc	UPC	Industrials	2010/12/22	14420000	2010/12/22			144,200,000,000	2010/12/22	14420000
SGT	CTCP Công nghệ Viễn thông Sài Gòn	Sai Gon Telecommunication & Technologies Corporation	HSX	Technology	2008/01/10	45000000	2008/01/18		1	450,000,000,000	2008/01/18	45000000
SHB	Ngân hàng TMCP Sài Gòn - Hà Nội	Sai Gon - Hanoi Commercial Joint Stock Bank	HNX	Banks	2009/04/20	50000000	2009/04/20			500,000,000,000	2009/04/20	50000000
SHC	CTCP Hàng hải Sài Gòn	Sai Gon Maritime Jsc. Ltd	HNX	Industrials	2006/08/05	1400000	2006/08/15		1	14,000,000,000	2006/08/15	1400000
SHI	CTCP Quốc tế Sơn Hà	Son Ha International Corporation	HSX	Basic Materials	2009/12/23	15000000	2009/12/30		1	150,000,000,000	2009/12/30	15000000
SHN	CTCP Đầu tư Tổng hợp Hà Nội	Hanoi Investment General Corporation	HNX	Industrials	2009/12/16	8702000	2009/12/16			87,020,000,000	2009/12/16	8702000
SHP	Thủy điện Miền Nam	Southern Hydropower Jsc	UPC	Utilities	2010/09/10	77011344	2010/09/10			770,113,440,000	2010/09/10	77011344
SHS	CTCP Chứng khoán Sài Gòn Hà Nội	Saigon - Hanoi Securitities Jsc	HNX	Financials	2009/06/25	41062996	2009/06/25			410,629,960,000	2009/06/25	41062996
SHV	Thủy sản Hải Việt	Hai Viet Corporation	UPC	Consumer Goods	2010/08/27	6263720	2010/08/27			62,637,200,000	2010/08/27	6263720
SIC	CTCP Đầu tư - Phát triển Sông Đà	Song Da Investment - Development Jsc	HNX	Industrials	2006/12/27	2200000	2006/12/27			22,000,000,000	2006/12/27	2200000
SII	CTCP Đầu tư Hạ tầng Bất động sản Sài Gòn	Saigon Infastruction Real Estate Investement Jsc	HSX	Financials	2012/08/22	40000000	2012/09/12		1	400,000,000,000	2012/09/12	40000000
SJ1	CTCP Thủy sản Số 1	Seafood Jsc No 1	HNX	Consumer Goods	2006/12/29	2000000	2006/12/29			20,000,000,000	2006/12/29	2000000
SJC	CTCP Sông Đà 1.01	Song Da 1.01 Jsc	HNX	Industrials	2007/11/21	2110000	2007/11/21			21,100,000,000	2007/11/21	2110000
SJD	CTCP Thủy điện Cần Đơn	Can Don Hydro Power Jsc	HSX	Utilities	2006/12/11	20000000	2006/12/25		1	200,000,000,000	2006/12/25	20000000
SJE	CTCP Sông Đà 11	Song Da No 11 Jsc	HNX	Industrials	2006/12/14	2000000	2006/12/14			20,000,000,000	2006/12/14	2000000
SJM	CTCP Sông Đà 19	Song Da No. 19 Jsc	HNX	Industrials	2008/01/10	1500000	2008/01/10			15,000,000,000	2008/01/10	1500000
SJS	CTCP Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà	Song Da Urban & Industrial Zone Investment And Development Jsc	HSX	Financials	2006/05/11	5000000	2006/07/06		1	50,000,000,000	2006/07/06	5000000
SKS	CTCP Công trình Giao thông Sông Đà	Song Da Transportation Construction Jsc	HNX	Industrials	2009/04/17	1900000	2009/04/17			19,000,000,000	2009/04/17	1900000
SMA	CTCP Thiết bị Phụ tùng Sài Gòn	Sài Gòn Machinery Spare Parts Jsc	HSX	Industrials	2010/09/23	8060000	2010/10/19		1	80,600,000,000	2010/10/19	8060000
SMB	Bia Sài Gòn - Miền Trung	Sai Gon - Mien Trung Beer Jsc	UPC	Consumer Goods	2010/09/08	29846648	2010/09/08			298,466,480,000	2010/09/08	29846648
SMC	CTCP Đầu tư Thương mại SMC	Smc Investment Trading Jsc	HSX	Basic Materials	2006/09/29	6000000	2006/10/30		1	60,000,000,000	2006/10/30	6000000
SME	CTCP Chứng khoán SME	Sme Securities Corporation	HNX	Financials	2010/04/07	15000000	2010/04/07			150,000,000,000	2009/06/24	15000000
SMT	CTCP Vật liệu Điện và Viễn thông Sam Cường	Sam Cuong Material Electric And Telecom Corporation	HNX	Technology	2010/07/30	2500000	2010/07/30			25,000,000,000	2010/07/30	2500000
