CODE	VN_NAME	EN_NAME	MARKET	INDUSTRY	IPO	IPO_SHARES	FTRD_DATE	FTRD_CLS	MINDATE	MINDATE_SHLI	MINDATE_SHOU	FTRD_SHLI	ENDDATE	IDT_CODE
MPC	CTCP Tập đoàn Thủy sản Minh Phú	Minh Phu Seafood Group Corporation	HSX	Consumer Goods	2006/12/27	60000000	2007/12/20	70000	2006/12/27	60000000		60000000	2099/12/31	CG
MPC	CTCP Tập đoàn Thủy sản Minh Phú	Minh Phu Seafood Group Corporation	HNX	Consumer Goods		60000000	2006/12/27	82000				60000000	2007/12/04	CG
MSN	CTCP Tập đoàn Ma San	Ma San Group Corporation	HSX	Consumer Goods	2009/10/30	476399820	2009/11/05	43200	2009/11/05	476399820		476399820	2099/12/31	CG
MTC	CTCP Khách Sạn Mỹ Trà	MyTra Hotel Joint Stock Company	UPC	Consumer Services	2012/08/12	5200000	2012/08/17	0	2012/08/17	5200000		5200000	2099/12/31	CS
MTG	CTCP MT GAS	Mtgas Jsc	HSX	Utilities	2008/12/31	8000000	2009/01/15	13600	2009/01/15	8000000		8000000	2099/12/31	UT
MTH	Gỗ MDF VRG - Quảng Trị	Ha Dong Environment Public Service Jsc	UPC	Industrials	2011/02/10	1477750	2011/02/10	0	2011/02/10	1477750		1477750	2099/12/31	IN
MTP	Dược Medipharco - Tenamyd	Medipharco - Tenamyd Central Phamarceutical Jsc	UPC	Health Care	2010/09/23	2000000	2010/09/23	27500	2010/09/23	2000000		2000000	2099/12/31	HC
NAG	CTCP Nagakawa Việt Nam	Nagakawa Viet Nam Jsc	HNX	Industrials	2009/09/22	10000000	2009/09/22	29000	2009/09/22	10000000		10000000	2099/12/31	IN
NAV	CTCP Nam Việt	Nam Viet Jsc	HSX	Industrials	2006/11/30	2500000	2006/12/22	90000	2006/12/22	2500000		2500000	2099/12/31	IN
NBB	CTCP Đầu tư Năm Bảy Bảy	Nbb Investment Corporation	HSX	Financials	2008/11/20	15400000	2009/02/18	21600	2009/02/18	15400000		15400000	2099/12/31	FI
NBC	CTCP Than Núi Béo	Vinacomin - Nui Beo Coal Jsc	HNX	Basic Materials	2006/12/27	6000000	2006/12/27	37000	2006/12/27	6000000		6000000	2099/12/31	BM
NBP	CTCP Nhiệt điện Ninh Bình	Ninh Binh Thermal Power Jsc	HNX	Utilities	2009/08/06	12865500	2009/08/06	27000	2009/08/06	12865500		12865500	2099/12/31	UT
NBS	Công Ty Cổ Phần Bến xe Nghệ An	Nghe An Bus Station Joint Stock Company	UPC	Industrials	2012/08/21	3153200	2012/11/19	0	2012/11/19	3153200		3153200	2099/12/31	IN
NBW	Cấp nước Nhà Bè	Nha Be Water Supply Jsc	UPC	Utilities	2010/05/04	10900000	2010/05/04	0	2010/05/04	10900000		10900000	2099/12/31	UT
ND2	Đầu tư và PT điện Miền Bắc 2	Northern Electricity Development & Investment Jsc No.2	UPC	Utilities	2010/07/22	13200627	2010/07/22	15200	2010/07/22	13200627		13200627	2099/12/31	UT
NDC	Nam Dược	Nam Duoc Jsc	UPC	Health Care	2010/03/11	5680000	2010/03/11	0	2010/03/11	5680000		5680000	2099/12/31	HC
NDN	CTCP Đầu tư phát triển Nhà Đà Nẵng	Danang Housing Investment Development Jsc	HNX	Financials	2011/04/21	9000000	2011/04/21	11400	2011/04/21	9000000		9000000	2099/12/31	FI
NET	CTCP Bột giặt NET	Net Detergent Jsc	HNX	Consumer Goods	2010/09/15	4500000	2010/09/15	105000	2010/09/15	4500000		4500000	2099/12/31	CG
NGC	CTCP Chế biến Xuất khẩu Ngô Quyền	Ngo Quyen Export Seafood Processing Jsc	HNX	Consumer Goods	2008/03/06	1000000	2008/03/06	30000	2008/03/06	1000000		1000000	2099/12/31	CG
NHA	Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội	Ha Noi South Housing And Urban Development Corporation	HNX	Industrials	2010/07/13	5890000	2010/07/13	45500	2010/07/13	5890000		5890000	2099/12/31	IN
NHC	CTCP Gạch ngói Nhị Hiệp	Nhi Hiep Brick-Tile Co-Operation	HNX	Industrials	2005/12/16	1336061	2005/12/16	15500	2005/12/16	1336061		1336061	2099/12/31	IN
NHC	CTCP Gạch ngói Nhị Hiệp	Nhi Hiep Brick-Tile Co-Operation	HSX	Industrials		1336061	2005/12/16	23000				1336061	2009/06/08	IN
NHN	CTCP Phát triển Đô thị Nam Hà Nội	HanoiSouthern City Development JSC	UPC	Financials	2011/11/10	200000000	2011/11/10	30000	2011/11/10	200000000		200000000	2099/12/31	FI
NHS	CTCP Đường Ninh Hòa	Ninh Hoa Sugar Jsc	HSX	Consumer Goods	2010/06/25	8100000	2010/07/02	38000	2010/07/02	8100000		8100000	2099/12/31	CG
NHW	CTCP Ngô Han	Ngo Han Jsc. 	HSX	Industrials	2010/01/12	22950627	2010/01/26	26400	2010/01/26	22950627		22950627	2099/12/31	IN
NIS	CTCP Dịch vụ hạ tầng mạng	Network Infrastructure Services Jsc	HNX	Technology	2010/09/16	3000000	2010/09/16	12200	2010/09/16	3000000		3000000	2099/12/31	TE
NKG	CTCP Thép Nam Kim	Nam Kim Steel Jsc	HSX	Basic Materials	2011/01/10	23000000	2011/01/14	29900	2011/01/14	23000000		23000000	2099/12/31	BM
NLC	CTCP Thuỷ điện Nà Lơi	Naloi Hydropower Jsc	HNX	Utilities	2006/12/14	5000000	2006/12/14	25000	2006/12/14	5000000		5000000	2099/12/31	UT
NNC	CTCP đá Núi Nhỏ	Nui Nho Co-Operation	HSX	Industrials	2010/06/10	8768175	2010/06/23	59000	2010/06/23	8768175		8768175	2099/12/31	IN
NNT	CTCP Cấp Nước Ninh Thuận	Ninh Thuan Water Supply Joint Stock Company	UPC	Utilities	2012/05/30	5924786	2012/06/22	0	2012/06/22	5924786		5924786	2099/12/31	UT
NOS	Môi trường Đô thị Hà Đông	Northern Shipping Jsc	UPC	Industrials	2011/01/11	11456000	2011/01/11	10000	2011/01/11	11456000		11456000	2099/12/31	IN
NPS	CTCP May Phú Thịnh, Nhà Bè	Phu Thinh - Nha Be Garment Jsc	HNX	Consumer Goods	2006/12/27	1059300	2006/12/27	20000	2006/12/27	1059300		1059300	2099/12/31	CG
NSC	CTCP Giống cây trồng Trung Ương	National Seed Jsc	HSX	Consumer Goods	2006/12/01	3000000	2006/12/21	55000	2006/12/21	3000000		3000000	2099/12/31	CG
NSN	CTCP Xây dựng 565	565 Construction – Jsc	HNX	Industrials	2010/05/20	2540644	2010/05/20	21800	2010/05/20	2540644		2540644	2099/12/31	IN
NSP	Vận tải Biển Bắc	Sacom Plastic Corporation	UPC	Basic Materials	2011/01/19	5000000	2011/01/19	10000	2011/01/19	5000000		5000000	2099/12/31	BM
NST	CTCP Ngân Sơn	Ngan Son Jsc	HNX	Consumer Goods	2006/12/29	2790000	2006/12/29	30300	2006/12/29	2790000		2790000	2099/12/31	CG
NT2	Điện lực Nhơn Trạch 2	PetroVietnam Power NhonTrach 2 Jsc	UPC	Utilities	2010/01/22	256000000	2010/01/22	13000	2010/01/22	256000000		256000000	2099/12/31	UT
NTB	CTCP Đầu tư Xây dựng và Khai thác Công trình Giao thông 584	Transport Engineering Construction & Business Investment Stock Company 584	HSX	Financials	2010/05/11	36000000	2010/05/17	37000	2010/05/17	36000000		36000000	2099/12/31	FI
NTL	CTCP Phát triển Đô thị Từ Liêm	Tu Liem Urban Development Jsc	HSX	Financials	2007/12/06	8200000	2007/12/21	270000	2007/12/21	8200000		8200000	2099/12/31	FI
NTP	CTCP Nhựa Thiếu niên Tiền Phong	Tien Phong Plastic Jsc	HNX	Industrials	2006/12/11	14446000	2006/12/11	145300	2006/12/11	14446000		14446000	2099/12/31	IN
NTW	Công ty cổ phần Cấp nước Nhơn Trạch	Nhon Trach Water Supply Joint Stock Company	UPC	Utilities	2012/02/23	3000000	2012/04/09	0	2012/04/09	3000000		3000000	2099/12/31	UT
NVB	Ngân hàng TMCP Nam Việt	Nam Viet Commercial Joint Stock Bank	HNX	Banks	2010/09/13	100000000	2010/09/13	12100	2010/09/13	100000000		100000000	2099/12/31	BA
NVC	CTCP Nam Vang	Nam Vang Jsc	HNX	Basic Materials	2008/01/24	16000000	2008/01/24	37000	2008/01/24	16000000		16000000	2099/12/31	BM
NVN	CTCP Nhà Việt Nam	House Viet Nam Jsc 	HSX	Financials	2010/02/25	10656800	2010/03/30	28800	2010/03/30	10656800		10656800	2099/12/31	FI
NVT	CTCP Bất Động sản Du lịch Ninh Vân Bay	Ninh Van Bay Real Estate Jsc	HSX	Financials	2010/04/28	50500000	2010/05/07	30000	2010/05/07	50500000		50500000	2099/12/31	FI
OCH	CTCP Khách sạn và Dịch vụ Đại Dương	Ocean Hospitality & Service Jsc	HNX	Consumer Services	2010/10/01	100000000	2010/10/01	26800	2010/10/01	100000000		100000000	2099/12/31	CS
OGC	CTCP Tập Đoàn Đại Dương	Ocean Group Jsc. 	HSX	Financials	2010/04/16	250000000	2010/05/04	36000	2010/05/04	250000000		250000000	2099/12/31	FI
ONE	CTCP Truyền thông số 1	One Corporation	HNX	Technology	2008/06/25	2000000	2008/06/25	25000	2008/06/25	2000000		2000000	2099/12/31	TE
OPC	CTCP Dược phẩm OPC	Opc Pharmaceutical Jsc	HSX	Health Care	2008/10/20	8190000	2008/10/30	62500	2008/10/30	8190000		8190000	2099/12/31	HC
ORS	CTCP Chứng khoán Phương Đông	Orient Securities Corporation	HNX	Financials	2010/07/12	24000000	2010/07/12	13200	2010/07/12	24000000		24000000	2099/12/31	FI
PAC	CTCP Pin Ắc quy Miền Nam	Dry Cell And Storage Battery Jsc 	HSX	Industrials	2006/11/09	10263000	2006/12/12	40000	2006/12/12	10263000		10263000	2099/12/31	IN
PAN	CTCP Xuyên Thái Bình	Pan Pacific Corporation	HSX	Industrials	2006/12/22	3200000	2006/12/22	19900	2006/12/22	3200000		3200000	2099/12/31	IN
PAN	CTCP Xuyên Thái Bình	Pan Pacific Corporation	HNX	Industrials		3200000	2006/12/22	59500				3200000	2010/11/24	IN
PCG	CTCP Đầu tư Phát triển Gas Đô Thị	PetroVietnam Gas City Investment and Development JSC	HNX	Utilities	2010/12/29	18870000	2010/12/29	12100	2010/12/29	18870000		18870000	2099/12/31	UT
PCT	CTCP Vận tải Dầu khí Cửu Long	Cuu Long Petro Gas Transportation Jsc	HNX	Industrials	2010/08/05	23000000	2011/09/12	7000	2010/08/05	23000000		23000000	2099/12/31	IN
PCT	CTCP Vận tải Dầu khí Cửu Long	Cuu Long Petro Gas Transportation Jsc	UPC	Industrials		23000000	2010/08/05	11200				23000000	2010/08/31	IN
PDC	CTCP Du lịch Dầu khí Phương Đông	Phuong Dong Petroleum Tourism Jsc	HNX	Consumer Services	2009/09/29	15000000	2009/09/29	22000	2009/09/29	15000000		15000000	2099/12/31	CS
PDN	CTCP Cảng Đồng Nai	Dong Nai Port Jsc	HSX	Industrials	2011/08/04	8231998	2011/10/26	30000	2010/06/04	5145000		8231998	2099/12/31	IN
PDN	CTCP Cảng Đồng Nai	Dong Nai Port Jsc	UPC	Industrials	2010/04/06	5145000	2010/06/04	40000				5145000	2011/07/28	IN
PDR	CTCP Phát triển Bất Động sản Phát Đạt	Phat Dat Real Estate Development Corp	HSX	Financials	2010/07/22	130200000	2010/07/30	39500	2010/07/30	130200000		130200000	2099/12/31	FI
PEC	Cơ khí Điện lực	Power Engineering Jsc	UPC	Industrials	2010/10/06	2430000	2010/10/06	26000	2010/10/06	2430000		2430000	2099/12/31	IN
PET	Tổng CTCP Dịch vụ Tổng hợp Dầu khí	Petrovietnam General Services Jsc	HSX	Consumer Services	2007/08/13	25530000	2007/09/12	58000	2007/09/12	25530000		25530000	2099/12/31	CS
PFL	CTCP Dầu khí Đông Đô	Petro Vietnam Finance Land Jsc	HNX	Financials	2010/11/17	50000000	2010/11/17	10900	2010/11/17	50000000		50000000	2099/12/31	FI
PFV	Đầu tư & TM PFV	Pfv Investment & Trading Jsc	UPC	Financials	2010/07/23	60000000	2010/07/23	0	2010/06/15	0		60000000	2099/12/31	FI
PGC	CTCP Gas Petrolimex	Petrolimex Gas Jsc	HSX	Utilities	2006/10/20	20000000	2006/11/24	68000	2006/11/24	20000000		20000000	2099/12/31	UT
PGD	CTCP Phân phối Khí thấp Áp Dầu khí Việt Nam	PetroVietNam Low Pressure Gas Distribution Jsc	HSX	Utilities	2009/11/19	33000000	2009/11/26	52000	2009/11/26	33000000		33000000	2099/12/31	UT
PGI	CTCP Bảo hiểm PJICO	Petrolimex Jsc	HSX	Financials	2011/06/08	70974218	2011/07/22	10300	2011/07/29	70974218		70974218	2099/12/31	FI
PGS	CTCP Kinh doanh Khí hoá Lỏng miền Nam	PetroVietNam Southern Gas Jsc	HNX	Utilities	2007/11/15	15000000	2007/11/15	71900	2007/11/15	15000000		15000000	2099/12/31	UT
PGT	CTCP Taxi Gas Sài Gòn Petrolimex	Saigon Petrolimex Gas Taxi Jsc	HNX	Consumer Services	2009/12/25	8802187	2009/12/25	11800	2009/12/25	8802187		8802187	2099/12/31	CS
PHC	CTCP Xây dựng Phục Hưng Holdings	Constrexim - Phuc Hung Investment Construction And Import - Export Jsc	HNX	Industrials	2009/11/05	2940000	2009/11/05	35000	2009/11/05	2940000		2940000	2099/12/31	IN
PHH	CTCP Hồng Hà Dầu khí	Hong Ha Petroleum Jsc	HNX	Industrials	2010/03/17	5000000	2010/03/17	40000	2010/03/17	5000000		5000000	2099/12/31	IN
PHR	CTCP Cao su Phước Hòa	Phuoc Hoa Rubber Jsc	HSX	Basic Materials	2009/08/04	81300000	2009/08/18	43200	2009/08/18	81300000		81300000	2099/12/31	BM
PHS	CTCP Chứng khoán Phú Hưng	Fortunes Securities Corporation	HNX	Financials	2010/06/09	30000000	2010/06/09	21000	2010/06/09	30000000		30000000	2099/12/31	FI
PHT	CTCP Sản xuất và Thương mại Phúc Tiến	Phuc Tien Trade Manufacture Jsc	HSX	Basic Materials	2009/09/18	11000000	2009/09/28	30000	2009/09/28	11000000		11000000	2099/12/31	BM
PID	Công ty Cổ phần Trang trí Nội thất Dầu khí	Petroleum Interior Decoration Joint Stock Company	HNX	Industrials	2012/11/22	4000000	2012/11/22	6500	2012/11/22	4000000		4000000	2099/12/31	IN
PIT	CTCP Xuất nhập khẩu PETROLIMEX	Petrolimex International Trading Jsc	HSX	Consumer Services	2008/01/09	9770479	2008/01/24	52000	2008/01/24	9770479		9770479	2099/12/31	CS
PIV	CTCP PIV	Piv Petro Investment And Valuation Jsc	HNX	Financials	2010/08/18	1200000	2010/08/18	20400	2010/08/18	1200000		1200000	2099/12/31	FI
PJC	CTCP Thương mại và Vận tải Petrolimex Hà Nội	Petrolimex Hanoi Transportation And Trading Jsc	HNX	Industrials	2006/12/25	1563150	2006/12/25	25200	2006/12/25	1563150		1563150	2099/12/31	IN
PJS	CTCP Cấp nước Phú Hòa Tân	Phu Hoa Tan Water Supply JSC	UPC	Utilities	2011/12/05	9000000	2011/12/05	15000	2011/12/05	9000000		9000000	2099/12/31	UT
PJT	CTCP Vận tải Xăng dầu Đường thủy Petrolimex	Petrolimex Joint Stock Tanker Company	HSX	Industrials	2006/12/11	3500000	2006/12/28	45000	2006/12/28	3500000		3500000	2099/12/31	IN
PLC	CTCP Hoá dầu Petrolimex	Petrolimex Petrochemical Jsc	HNX	Basic Materials	2006/12/27	15000000	2006/12/27	65000	2006/12/27	15000000		15000000	2099/12/31	BM
PMC	CTCP Dược phẩm Dược liệu Pharmedic	Pharmedic Pharmaceutical Medicinal Jsc	HNX	Health Care	2009/10/09	6481634	2009/10/09	85000	2009/10/09	6481634		6481634	2099/12/31	HC
PMS	CTCP Cơ khí Xăng Dầu	Petroleum Mechanical Stock Company	HNX	Industrials	2003/11/04	3200000	2003/11/04	15900	2003/11/04	3200000		3200000	2099/12/31	IN
PMS	CTCP Cơ khí Xăng Dầu	Petroleum Mechanical Stock Company	HSX	Industrials		3200000	2003/11/04	14500				3200000	2009/05/29	IN
PMT	Vật liệu Bưu điện	Postal Material Jsc	UPC	Technology	2010/07/22	5000000	2010/07/22	15100	2010/07/22	5000000		5000000	2099/12/31	TE
PNC	CTCP Văn Hóa Phương Nam	Phuong Nam Cultural JCC 	HSX	Consumer Services	2005/06/21	3000000	2005/07/11	16000	2005/07/11	3000000		3000000	2099/12/31	CS
PNJ	CTCP Vàng bạc Đá quý Phú Nhuận	Phu Nhuạn Jewelry Jsc	HSX	Consumer Goods	2008/12/26	30000000	2009/03/23	45600	2009/03/23	30000000		30000000	2099/12/31	CG
POM	CTCP Thép Pomina	Pomina Steel Corporation	HSX	Basic Materials	2010/04/07	163000000	2010/04/20	48000	2010/04/20	163000000		163000000	2099/12/31	BM
POT	CTCP Thiết bị Bưu điện	Post And Telecommunication Equipment Jsc	HNX	Technology	2006/12/20	14998600	2006/12/20	61800	2006/12/20	14998600		14998600	2099/12/31	TE
POV	PV Oil Vũng Áng	Vung Ang Petroleum Jsc	UPC	Utilities	2010/09/23	10000000	2010/09/23	0	2010/09/23	10000000		10000000	2099/12/31	UT
PPC	CTCP Nhiệt điện Phả Lại	Pha Lai Thermal Power Jsc	HSX	Utilities	2006/05/19	310700000	2006/05/19	105000	2006/05/19	310700000		310700000	2099/12/31	UT
PPC	CTCP Nhiệt điện Phả Lại	Pha Lai Thermal Power Jsc	HNX	Utilities		307196006	2006/05/19	36900				307196006	2007/01/11	UT
PPE	CTCP Tư vấn Điện lực Dầu khí Việt Nam	Petrovietnam Power Engineering Consulting Jsc	HNX	Industrials	2011/09/21	2000000	2011/09/21	8100	2011/09/21	2000000		2000000	2099/12/31	IN
PPG	CTCP Sản xuất Thương mại Dịch vụ Phú Phong	Phu Phong Corporation	HNX	Industrials	2006/12/20	4000000	2006/12/20	48500	2006/12/20	4000000		4000000	2099/12/31	IN
PPI	CTCP Phát triển hạ tầng & Bất động sản Thái Bình Dương	Pacific Property And Infrastructure Development And Investment Jsc	HSX	Financials	2010/04/02	10014753	2010/04/12	38400	2010/04/12	10014753		10014753	2099/12/31	FI
PPP	CTCP Dược phẩm Phong Phú	Phong Phu Pharmaceutial Jsc	HNX	Health Care	2009/06/24	2200000	2009/06/24	10500	2009/06/24	2200000		2200000	2099/12/31	HC
PPP	CTCP Dược phẩm Phong Phú	Phong Phu Pharmaceutial Jsc	UPC	Health Care		2200000	2009/06/24	17300				2200000	2011/07/08	HC
PPS	CTCP Điện lực Kỹ thuật Dầu khí Việt Nam	Petrovietnam Power Services Jsc	HNX	Industrials	2011/01/07	15000000	2011/01/07	13400	2011/01/07	15000000		15000000	2099/12/31	IN
PRC	CTCP Portserco	Portserco Jsc	HNX	Industrials	2010/11/29	1200000	2010/11/29	25800	2010/11/29	1200000		1200000	2099/12/31	IN
PSB	Sao Mai Bến Đình	Sao Mai - Ben Dinh Petroleum Investment Jsc	UPC	Industrials	2010/02/25	50000000	2010/02/25	11000	2010/02/25	50000000		50000000	2099/12/31	IN
PSC	CTCP Vận tải và Dịch vụ Petrolimex Sài Gòn	Petrolimex Saigon Transportation And Service Jsc	HNX	Industrials	2006/12/29	1290000	2006/12/29	38600	2006/12/29	1290000		1290000	2099/12/31	IN
PSG	CTCP Đầu tư và Xây lắp Dầu khí Sài Gòn	Sai Gon Petroleum Construction And Investment Jsc	HNX	Industrials	2011/03/15	35000000	2011/03/15	9000	2011/03/15	35000000		35000000	2099/12/31	IN
PSI	CTCP Chứng khoán Dầu khí	PetroVietnam Securities Incorporated	HNX	Financials	2010/07/20	48500000	2010/07/21	19700	2010/07/21	48500000		48500000	2099/12/31	FI
PSL	Chăn nuôi Phú Sơn	Phu Son Livestock Jsc	UPC	Consumer Goods	2010/05/17	4500000	2010/05/17	0	2010/05/17	4500000		4500000	2099/12/31	CG
PSP	Cảng Đình Vũ	Dinh Vu Petroleum Service Port Jsc	UPC	Industrials	2009/11/10	22500000	2009/11/10	25000	2009/11/10	22500000		22500000	2099/12/31	IN
PTB	CTCP Phú Tài	Phu Tai Jsc	HSX	Industrials	2011/05/20	8599760	2011/07/22	16000	2011/07/22	8599760		8599760	2099/12/31	IN
PTC	CTCP Đầu tư và Xây dựng Bưu Điện	Post And Telecommunications Investment And Construction Jsc	HSX	Industrials	2006/12/25	10000000	2006/12/25	10000	2006/12/25	5000000		10000000	2099/12/31	IN
PTC	CTCP Đầu tư và Xây dựng Bưu Điện	Post And Telecommunications Investment And Construction Jsc	HNX	Industrials		5000000	2006/12/25	46800				5000000	2008/11/20	IN
PTD	Thiết kế - XD - TM Phúc Thịnh	Phuc Thinh Design Construction Trading Corporation	UPC	Industrials	2011/01/14	1000000	2011/01/14	11100	2011/01/14	1000000		1000000	2099/12/31	IN
PTG	May Phan Thiết	Phan Thiet Gamex Export Jsc	UPC	Consumer Goods	2010/01/04	1516540	2010/01/04	0	2010/01/04	1516540		1516540	2099/12/31	CG
PTH	Vận tải và DV Petrolimex Hà Tây	Ha Tay Petrolimex Transportation And Services Jsc	UPC	Utilities	2010/03/23	1600000	2010/03/23	0	2010/03/23	1600000		1600000	2099/12/31	UT
PTI	Tổng CTCP Bảo hiểm Bưu điện	Post - Telecommunication Joint - Stock Insurance Corporation	HNX	Financials	2011/03/02	45000000	2011/03/02	14600	2011/03/02	45000000		45000000	2099/12/31	FI
PTK	CTCP Luyện Kim Phú Thịnh	Phu Thinh Metallurgy JSC	HSX	Basic Materials	2012/09/14	21600000	2012/09/25	14400	2012/09/25	21600000		21600000	2099/12/31	BM
PTL	CTCP đầu tư hạ tầng và đô thị dầu khí PVC	Petro Capital and infrastructure Investment Jsc	HSX	Financials	2010/09/15	100000000	2010/09/22	20000	2010/09/22	100000000		100000000	2099/12/31	FI
PTM	CTCP SẢN XUẤT, THƯƠNG MẠI VÀ DỊCH VỤ Ô TÔ PTM	The Precision Tools And Cnc Machine Jsc	HNX	Industrials	2009/01/16	1302300	2009/01/16	11900	2009/01/16	1302300		1302300	2099/12/31	IN
PTP	Viễn Thông và In Bưu điện	Post Printing & Telecomunication Services Jsc	UPC	Consumer Services	2009/12/10	6800000	2009/12/10	25000	2009/12/10	6800000		6800000	2099/12/31	CS
PTS	CTCP Vận tải và Dịch vụ Petrolimex Hải Phòng	Haiphong Petrolimex Transportation And Services Jsc	HNX	Industrials	2006/12/01	1740000	2006/12/01	27100	2006/12/01	1740000		1740000	2099/12/31	IN
PTT	Vận tải Dầu khí Đông Dương	Indochina Petroleum Transportation Jsc	UPC	Industrials	2010/04/29	10000000	2010/04/29	0	2010/04/29	10000000		10000000	2099/12/31	IN
PV2	CTCP Đầu tư PV2	Pvi Investment And Development Jsc	HNX	Financials	2010/12/16	18250708	2010/12/16	12500	2010/12/16	18250708		18250708	2099/12/31	FI
PVA	CTCP Tổng Công ty Xây lắp Dầu khí Nghệ An	Petrovietnam Nghe An Construction Jsc	HNX	Industrials	2008/12/03	4500000	2008/12/12	13900	2008/12/12	4500000		4500000	2099/12/31	IN
PVC	Tổng CT Dung dịch Khoan và Hoá phẩm Dầu khí - CTCP	Drilling Mud Corp	HNX	Oil & Gas	2007/11/15	12000000	2007/11/15	170000	2007/11/15	12000000		12000000	2099/12/31	OG
PVD	Tổng CTCP Khoan và Dịch vụ Khoan Dầu khí	Petrovietnam Drilling & Well Services Jsc	HSX	Oil & Gas	2006/11/15	68000000	2006/12/05	130000	2006/12/05	68000000		68000000	2099/12/31	OG
PVE	Tổng công ty Tư vấn Thiết kế Dầu khí- CTCP	Petrovietnam Investment Consultancy and Engineering Jsc	HNX	Oil & Gas	2008/01/02	3451996	2008/01/02	124000	2008/01/02	3451996		3451996	2099/12/31	OG
PVF	Tổng Công ty Tài chính Cổ phần Dầu khí Việt Nam	Petrovietnam Finance Jsc	HSX	Financials	2008/10/16	500000000	2008/11/03	24000	2008/11/03	500000000		500000000	2099/12/31	FI
PVG	CTCP Kinh doanh Khí hoá lỏng Miền Bắc	Petrovietnam Northern Gas Jsc	HNX	Utilities	2009/01/07	26617000	2009/01/07	11300	2009/01/07	26617000		26617000	2099/12/31	UT
PVI	CTCP PVI	PVI Holdings	HNX	Financials	2007/08/10	50000000	2007/08/10	91900	2007/08/10	50000000		50000000	2099/12/31	FI
PVL	CTCP Địa ốc Dầu khí	Petrovietnam Power Land Jsc	HNX	Financials	2010/04/15	50000000	2010/04/15	31600	2010/04/15	50000000		50000000	2099/12/31	FI
PVR	Công ty CP Kinh doanh Dịch vụ cao cấp Dầu khí Việt Nam	PetroVietnam Premier Recreation Jsc	HNX	Financials	2010/06/21	30000000	2010/06/21	28900	2010/06/21	30000000		30000000	2099/12/31	FI
PVS	Tổng CTCP Dịch vụ Kỹ thuật Dầu khí Việt Nam	Petrovietnam Technical Services Corp	HNX	Oil & Gas	2007/09/20	100000000	2007/09/20	126000	2007/09/20	100000000		100000000	2099/12/31	OG
PVT	Tổng CTCP Vận tải Dầu khí	Petrovietnam Transportation Corp	HSX	Industrials	2007/11/27	72000000	2007/12/10	96000	2007/12/10	72000000		72000000	2099/12/31	IN
PVV	CTCP Đầu tư Xây dựng Vinaconex - PVC	Vinaconex - Pvc Construction Investment Jsc	HNX	Industrials	2010/09/09	4500000	2010/09/09	39900	2010/09/09	4500000		4500000	2099/12/31	IN
PVX	Tổng CTCP Xây lắp Dầu khí Việt Nam	Petrovietnam Construction Jsc	HNX	Industrials	2009/08/19	150000000	2009/08/19	27000	2009/08/19	150000000		150000000	2099/12/31	IN
PX1	Xi măng Dầu khí 12/9	Petrovietnam Cement 12/9 Jsc	UPC	Industrials	2010/12/01	20000000	2010/12/01	0	2010/12/01	20000000		20000000	2099/12/31	IN
PXA	CTCP Đầu tư & Thương mại Dầu khí Nghệ An	Petrovietnam - Nghe An Investment & Trading Jsc	HNX	Financials	2011/02/22	10800000	2011/02/22	13500	2011/02/22	10800000		10800000	2099/12/31	FI
PXI	CTCP Xây dựng công nghiệp & dân dụng dầu khí	Petroleum Industrial and Civil Construction Jsc	HSX	Industrials	2010/06/07	30000000	2010/06/21	28900	2010/06/21	30000000		30000000	2099/12/31	IN
PXL	CTCP đầu tư Xây dựng Thương mại dầu khí – Idico	Petrovietnam – Idico Long Son Industrial Park Investment Jsc 	HSX	Financials	2010/11/12	82722212	2010/12/09	14400	2010/12/09	82722212		82722212	2099/12/31	FI
PXM	CTCP Xây lắp Dầu khí Miền Trung	Mientrung Petroleum Construction Jsc	HSX	Industrials	2010/06/10	15000000	2010/06/21	22300	2010/06/21	15000000		15000000	2099/12/31	IN
PXS	CTCP Kết cấu Kim loại và Lắp máy Dầu khí	Petroleum Equipment Assembly and Metal Structure Jsc	HSX	Industrials	2010/05/27	20000000	2010/06/02	25600	2010/06/02	20000000		20000000	2099/12/31	IN
PXT	CTCP Xây lắp Đường ống Bể chứa Dầu khí	Petroleum Pipeline and Tank Construction Jsc	HSX	Industrials	2010/05/24	20000000	2010/06/01	25600	2010/06/01	20000000		20000000	2099/12/31	IN
QCC	CTCP Xây lắp và Phát triển Dịch vụ Bưu điện Quảng Nam	Quangnam Post – Telecoms Construction And Services Corporation	HNX	Industrials	2010/10/06	1500000	2010/10/06	16200	2010/10/06	1500000		1500000	2099/12/31	IN
QCG	CTCP Quốc Cường Gia Lai	Quoc Cuong Gia Lai Jsc	HSX	Financials	2010/07/27	60157495	2010/08/09	45500	2010/08/09	60157495		60157495	2099/12/31	FI
QHD	CTCP Que hàn Điện Việt Đức	Viet- Duc Welding Electrode Jsc	HNX	Industrials	2010/04/22	2742270	2010/04/22	70000	2010/04/22	2742270		2742270	2099/12/31	IN
QNC	CTCP Xi măng và Xây dựng Quảng Ninh	Quang Ninh Construction And Cement Jsc	HNX	Industrials	2008/01/17	12500000	2008/01/17	53000	2008/01/17	12500000		12500000	2099/12/31	IN
